Mod:Item:MetaData, Localized Name
draconicevolution:energy_crystal:7, Wyvern Wireless Energy Crystal
draconicevolution:energy_crystal:8, Draconic Wireless Energy Crystal
draconicevolution:flow_gate:0, Flux Gate
draconicevolution:flow_gate:8, Fluid Gate
draconicevolution:reactor_core, Draconic Reactor Core
draconicevolution:reactor_part:0, Reactor Stabilizer Frame
draconicevolution:reactor_part:1, Reactor Stabilizer Inner Rotor
draconicevolution:reactor_part:2, Reactor Stabilizer Outer Rotor
draconicevolution:reactor_part:3, Reactor Stabilizer Rotor Assembly
draconicevolution:reactor_part:4, Reactor Stabilizer Focus Ring
draconicevolution:reactor_component:0, Reactor Stabilizer
draconicevolution:reactor_component:1, Reactor Energy Injector
draconicevolution:draconic_spawner, Stabilized Mob Spawner
draconicevolution:draconium_chest, Draconium Chest
draconicevolution:chaos_crystal, Chaos Crystal
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, Creative RF Source
draconicevolution:placed_item, tile.draconicevolution:placed_item.name
draconicevolution:draconium_dust, Draconium Dust
draconicevolution:draconium_ingot, Draconium Ingot
draconicevolution:draconic_ingot, Awakened Draconium Ingot
draconicevolution:draconic_core, Draconic Core
draconicevolution:wyvern_core, Wyvern Core
draconicevolution:awakened_core, Awakened Core
draconicevolution:chaotic_core, Chaotic Core
draconicevolution:wyvern_energy_core, Wyvern Energy Core
draconicevolution:draconic_energy_core, Draconic Energy Core
draconicevolution:dragon_heart, Dragon Heart
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, Draconium Nugget
draconicevolution:nugget:1, Awakened Draconium Nugget
draconicevolution:chaos_shard:0, Chaos Shard
draconicevolution:chaos_shard:1, Large Chaos Fragment
draconicevolution:chaos_shard:2, Small Chaos Fragment
draconicevolution:chaos_shard:3, Tiny Chaos Fragment
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:2, Creative Flux Capacitor
draconicevolution:wyvern_axe, Axe of the Wyvern
draconicevolution:wyvern_bow, Bow of the Wyvern
draconicevolution:wyvern_pick, Pickaxe of the Wyvern
draconicevolution:wyvern_shovel, Shovel of the Wyvern
draconicevolution:wyvern_sword, Sword of the Wyvern
draconicevolution:draconic_axe, Draconic Axe
draconicevolution:draconic_bow, Draconic Bow
draconicevolution:draconic_hoe, Draconic Hoe
draconicevolution:draconic_pick, Draconic Pickaxe
draconicevolution:draconic_shovel, Draconic Shovel
draconicevolution:draconic_staff_of_power, Draconic Staff of Power
draconicevolution:draconic_sword, Draconic Sword
draconicevolution:tool_upgrade:0, Upgrade Key (RF Capacity)
draconicevolution:tool_upgrade:1, Upgrade Key (Dig Speed)
draconicevolution:tool_upgrade:2, Upgrade Key (Dig AOE)
draconicevolution:tool_upgrade:3, Upgrade Key (Attack Damage)
draconicevolution:tool_upgrade:4, Upgrade Key (Attack AOE)
draconicevolution:tool_upgrade:5, Upgrade Key (Arrow Damage)
draconicevolution:tool_upgrade:6, Upgrade Key (Draw Speed)
draconicevolution:tool_upgrade:7, Upgrade Key (Arrow Speed)
draconicevolution:tool_upgrade:8, Upgrade Key (Shield Capacity)
draconicevolution:tool_upgrade:9, Upgrade Key (Shield Recovery)
draconicevolution:tool_upgrade:10, Upgrade Key (Movement Speed)
draconicevolution:tool_upgrade:11, Upgrade Key (Jump Boost)
draconicevolution:dislocator, Dislocator
draconicevolution:dislocator_advanced, Advanced Dislocator
draconicevolution:dislocator_bound:1, Bound Dislocator (Point to Point)
draconicevolution:dislocator_bound:2, Bound Dislocator (Player)
draconicevolution:magnet:0, Item Dislocator
draconicevolution:magnet:1, Awakened Item Dislocator
draconicevolution:crystal_binder, Crystal Binder
draconicevolution:wyvern_helm, Wyvern Helm
draconicevolution:wyvern_chest, Wyvern Chestplate
draconicevolution:wyvern_legs, Wyvern Leggings
draconicevolution:wyvern_boots, Wyvern Boots
draconicevolution:draconic_helm, Draconic Helm
draconicevolution:draconic_chest, Draconic Chestplate
draconicevolution:draconic_legs, Draconic Leggings
draconicevolution:draconic_boots, Draconic Boots
draconicevolution:info_tablet, Draconic Evolution Information Tablet
draconicevolution:mob_soul, Soul
draconicevolution:creative_exchanger, Creative Block Exchanger
draconicevolution:ender_energy_manipulator, Ender Energy Manipulator
draconicadditions:inert_potato_helm, Inert Potato Helmet
draconicadditions:inert_potato_chest, Inert Potato Chestplate
draconicadditions:inert_potato_legs, Inert Potato Leggings
draconicadditions:inert_potato_boots, Inert Potato Boots
draconicadditions:chaos_heart, Corrupted Dragon Heart
draconicadditions:chaotic_energy_core, Chaotic Energy Core
draconicadditions:hermal, Hermal
draconicadditions:chaos_stabilizer_core, Chaos Stabilizer Core
draconicadditions:armor_generator, Armor Generator
draconicadditions:chaotic_armor_generator, Chaotic Armor Generator
draconicadditions:item_drainer, Item Drainer
draconicadditions:chaos_liquefier, Chaos Liquefier
draconicadditions:capacitor_supplier, Capacitor Supplier
draconicadditions:chaotic_staff_of_power, Chaotic Staff of Power
draconicadditions:chaotic_bow, Chaotic Bow
draconicadditions:chaos_container, Chaos Container
draconicadditions:portable_wired_charger:0, Portable Wired Basic Charger
draconicadditions:portable_wired_charger:1, Portable Wired Wyvern Charger
draconicadditions:portable_wired_charger:2, Portable Wired Draconic Charger
draconicadditions:portable_wired_charger:3, Portable Wired Chaotic Charger
draconicadditions:portable_wired_discharger:0, Portable Wired Basic Discharger
draconicadditions:portable_wired_discharger:1, Portable Wired Wyvern Discharger
draconicadditions:portable_wired_discharger:2, Portable Wired Draconic Discharger
draconicadditions:portable_wired_discharger:3, Portable Wired Chaotic Discharger
draconicadditions:infused_potato_helm, Infused Potato Helmet
draconicadditions:infused_potato_chest, Infused Potato Chestplate
draconicadditions:infused_potato_legs, Infused Potato Leggings
draconicadditions:infused_potato_boots, Infused Potato Boots
draconicadditions:potato_helm, Energized Potato Helmet
draconicadditions:potato_chest, Energized Potato Chestplate
draconicadditions:potato_legs, Energized Potato Leggings
draconicadditions:potato_boots, Energized Potato Boots
draconicadditions:hermal_helm, Hermal Infused Helmet
draconicadditions:hermal_chest, Hermal Infused Chestplate
draconicadditions:hermal_legs, Hermal Infused Leggings
draconicadditions:hermal_boots, Hermal Infused Boots
draconicadditions:chaotic_helm, Chaotic Helmet
draconicadditions:chaotic_chest, Chaotic Chestplate
draconicadditions:chaotic_legs, Chaotic Leggings
draconicadditions:chaotic_boots, Chaotic Boots
draconicadditions:basic_shield_necklace, Basic Necklace of Shielding
draconicadditions:wyvern_shield_necklace, Wyvern Necklace of Shielding
draconicadditions:draconic_shield_necklace, Draconic Necklace of Shielding
draconicadditions:overload_belt, Draconic Belt of Overloading
draconicadditions:vampiric_shirt, Draconic Undershirt of Self-Siphoning
draconicadditions:inertia_cancel_ring, Ring of Inertia Cancellation
draconicadditions:chaos_crystal_stable, Semi-Stable Chaos Crystal
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage Cell
extracells:storage.fluid:1, ME 4k Fluid Storage Cell
extracells:storage.fluid:2, ME 16k Fluid Storage Cell
extracells:storage.fluid:3, ME 64k Fluid Storage Cell
extracells:storage.fluid:4, ME 256k Fluid Storage Cell
extracells:storage.fluid:5, ME 1024k Fluid Storage Cell
extracells:storage.fluid:6, ME 4096k Fluid Storage Cell
extracells:storage.physical:0, ME 256k Storage Cell
extracells:storage.physical:1, ME 1024k Storage Cell
extracells:storage.physical:2, ME 4096k Storage Cell
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage Cell
extracells:storage.gas:1, ME 4k Gas Storage Cell
extracells:storage.gas:2, ME 16k Gas Storage Cell
extracells:storage.gas:3, ME 64k Gas Storage Cell
extracells:storage.gas:4, ME 256k Gas Storage Cell
extracells:storage.gas:5, ME 1024k Gas Storage Cell
extracells:storage.gas:6, ME 4096k Gas Storage Cell
extracells:pattern.fluid:0, ME Fluid Pattern
extracells:pattern.fluid:0, ME Fluid Pattern: Water
extracells:pattern.fluid:0, ME Fluid Pattern: Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Hydrogen Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Brine
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid D-T Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Water
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Bacterial Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Methane Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Atmospheric Gases
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: CO2 Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Sulphuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Aluminium
extracells:pattern.fluid:0, ME Fluid Pattern: Americium
extracells:pattern.fluid:0, ME Fluid Pattern: Antimony
extracells:pattern.fluid:0, ME Fluid Pattern: Argon Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Arsenic
extracells:pattern.fluid:0, ME Fluid Pattern: Barium
extracells:pattern.fluid:0, ME Fluid Pattern: Beryllium
extracells:pattern.fluid:0, ME Fluid Pattern: Bismuth
extracells:pattern.fluid:0, ME Fluid Pattern: Caesium
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon
extracells:pattern.fluid:0, ME Fluid Pattern: Cerium
extracells:pattern.fluid:0, ME Fluid Pattern: Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Chrome
extracells:pattern.fluid:0, ME Fluid Pattern: Cobalt
extracells:pattern.fluid:0, ME Fluid Pattern: Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Darmstadtium
extracells:pattern.fluid:0, ME Fluid Pattern: Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Europium
extracells:pattern.fluid:0, ME Fluid Pattern: Fluorine
extracells:pattern.fluid:0, ME Fluid Pattern: Gallium
extracells:pattern.fluid:0, ME Fluid Pattern: Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Helium Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Helium-3
extracells:pattern.fluid:0, ME Fluid Pattern: Indium
extracells:pattern.fluid:0, ME Fluid Pattern: Iridium
extracells:pattern.fluid:0, ME Fluid Pattern: Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Iron Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Krypton
extracells:pattern.fluid:0, ME Fluid Pattern: Lanthanum
extracells:pattern.fluid:0, ME Fluid Pattern: Lead
extracells:pattern.fluid:0, ME Fluid Pattern: Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Lutetium
extracells:pattern.fluid:0, ME Fluid Pattern: Magnesium
extracells:pattern.fluid:0, ME Fluid Pattern: Manganese
extracells:pattern.fluid:0, ME Fluid Pattern: Mercury
extracells:pattern.fluid:0, ME Fluid Pattern: Molybdenum
extracells:pattern.fluid:0, ME Fluid Pattern: Neodymium
extracells:pattern.fluid:0, ME Fluid Pattern: Neon
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Osmium
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Palladium
extracells:pattern.fluid:0, ME Fluid Pattern: Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Plutonium 239
extracells:pattern.fluid:0, ME Fluid Pattern: Plutonium 241
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Radon
extracells:pattern.fluid:0, ME Fluid Pattern: Rhodium
extracells:pattern.fluid:0, ME Fluid Pattern: Ruthenium
extracells:pattern.fluid:0, ME Fluid Pattern: Samarium
extracells:pattern.fluid:0, ME Fluid Pattern: Silicon
extracells:pattern.fluid:0, ME Fluid Pattern: Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur
extracells:pattern.fluid:0, ME Fluid Pattern: Tantalum
extracells:pattern.fluid:0, ME Fluid Pattern: Thorium
extracells:pattern.fluid:0, ME Fluid Pattern: Tin
extracells:pattern.fluid:0, ME Fluid Pattern: Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Tungsten
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium 238
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium 235
extracells:pattern.fluid:0, ME Fluid Pattern: Vanadium
extracells:pattern.fluid:0, ME Fluid Pattern: Xenon
extracells:pattern.fluid:0, ME Fluid Pattern: Yttrium
extracells:pattern.fluid:0, ME Fluid Pattern: Zinc
extracells:pattern.fluid:0, ME Fluid Pattern: Naquadah
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Naquadah
extracells:pattern.fluid:0, ME Fluid Pattern: Naquadria
extracells:pattern.fluid:0, ME Fluid Pattern: Neutronium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritanium
extracells:pattern.fluid:0, ME Fluid Pattern: Duranium
extracells:pattern.fluid:0, ME Fluid Pattern: Trinium
extracells:pattern.fluid:0, ME Fluid Pattern: Annealed Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Battery Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Cupronickel
extracells:pattern.fluid:0, ME Fluid Pattern: Electrum
extracells:pattern.fluid:0, ME Fluid Pattern: Ice
extracells:pattern.fluid:0, ME Fluid Pattern: Invar
extracells:pattern.fluid:0, ME Fluid Pattern: Kanthal
extracells:pattern.fluid:0, ME Fluid Pattern: Magnalium
extracells:pattern.fluid:0, ME Fluid Pattern: Nichrome
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium Nitride
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium-Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Sterling Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Rose Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Black Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Bismuth Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Ruridit
extracells:pattern.fluid:0, ME Fluid Pattern: Soldering Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Stainless Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Tin Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Ultimet
extracells:pattern.fluid:0, ME Fluid Pattern: Vanadium-Gallium
extracells:pattern.fluid:0, ME Fluid Pattern: Wrought Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Yttrium Barium Cuprate
extracells:pattern.fluid:0, ME Fluid Pattern: Osmiridium
extracells:pattern.fluid:0, ME Fluid Pattern: Gallium Arsenide
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Gallium Phosphide
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Zinc Ferrite
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Persulfate
extracells:pattern.fluid:0, ME Fluid Pattern: Tungstencarbide
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Titanium Tetrachloride
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen Sulfide
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Phosphoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
